session_id,label,split,group_sha256,event_token,verification_result_path,trajectory_path,projection_request_path
cocc-00011-4a95dde967,1,train,8cd70bad4f1b03ddc07571e380c5d302ea0d569d8b9399bec9fdb46e6570bdb1,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00011-4a95dde967.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00011-4a95dde967\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00011-4a95dde967.json
cocc-00012-f92d0f58d3,1,train,b4746d5e8a4c2ccd1f3f2c594fa0c10c254d7486f655b81f71967b89a0aa5a2a,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00012-f92d0f58d3.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00012-f92d0f58d3\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00012-f92d0f58d3.json
cocc-00013-4bf1a31ad4,1,train,f8c66e2fcefd475704ce0e253f5b5bdac34dcd28fb1de66838c8e67e9227e62b,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00013-4bf1a31ad4.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00013-4bf1a31ad4\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00013-4bf1a31ad4.json
cocc-00014-a40a4168bd,1,train,a91b21e23dd3b8cef04eff46433de003fb9380c11069b29c1c2dea23554e6536,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00014-a40a4168bd.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00014-a40a4168bd\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00014-a40a4168bd.json
cocc-00015-8e848f17e2,1,train,eedaf2856c6f433bf7702c252a2ae827d0c114761047f4d46fa4f8953190d55d,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00015-8e848f17e2.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00015-8e848f17e2\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00015-8e848f17e2.json
cocc-00016-c51e958c4e,1,train,0930901f3ec11b7af160614b25ab3412b29f3f6ca44332e82a29ba23e2b67fe3,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00016-c51e958c4e.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00016-c51e958c4e\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00016-c51e958c4e.json
cocc-00017-d08635cf91,1,train,a176eeb31e601c3877c87c2843a2f584968975269e369d5c86788b4c2f92d2a2,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00017-d08635cf91.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00017-d08635cf91\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00017-d08635cf91.json
cocc-00018-38d545a294,1,train,3a1e774a8ea4f3f402fb14450653c20d4643489b3bd77e8cc22690b879a41635,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00018-38d545a294.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00018-38d545a294\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00018-38d545a294.json
cocc-00019-9cb313c7f4,1,train,550438f15e5abf7dc9415357b0db9334c912dfc00d5542c125231df27daa82ad,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00019-9cb313c7f4.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00019-9cb313c7f4\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00019-9cb313c7f4.json
cocc-00020-3f14d1963e,0,test,6195df46a1ee6b6984140dc3c3e6d772765010745d6c3f1ddd736ddbbd564cca,72,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00020-3f14d1963e.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00020-3f14d1963e\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00020-3f14d1963e.json
cocc-00021-3099ecf25f,1,test,8fe57443675ecebfd10fcfecc3988ba43354c57c9ce5cb5c1b023db02b61a419,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00021-3099ecf25f.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00021-3099ecf25f\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00021-3099ecf25f.json
cocc-00022-7d14c01928,1,test,6d0ae6d0fcd01bc8ab3fd34e8090e9c27031b52f68f6169a7e963915d31f3d17,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00022-7d14c01928.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00022-7d14c01928\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00022-7d14c01928.json
cocc-00023-d4dc294d49,0,test,bd64e1346049830018c72cd3623c277fc5095c34bbb07d567628ee499853d0fc,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00023-d4dc294d49.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00023-d4dc294d49\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00023-d4dc294d49.json
cocc-00024-2c2245b481,1,test,9087bff4ee5a4c50553a8a9096963d8d75dea9601fee74de289bbf21bcc25608,122,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00024-2c2245b481.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00024-2c2245b481\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00024-2c2245b481.json
cocc-00025-130347576b,1,test,c333a75353784177f2394d1c4994cc98ff751dad713b4b75ea5a05506e5802cc,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00025-130347576b.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00025-130347576b\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00025-130347576b.json
cocc-00026-0898e43e3b,1,test,28742531f88cae251171e0ebd4ff582684137116a6b3bd72cd3768e9b388e708,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00026-0898e43e3b.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00026-0898e43e3b\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00026-0898e43e3b.json
cocc-00027-5958e0685d,1,test,6bcc05d40b1752992b7142914608fbac9adb28af8ca29b7d14b1e46428be693e,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00027-5958e0685d.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00027-5958e0685d\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00027-5958e0685d.json
cocc-00028-4552079fb5,1,test,48be9979594810ed8c4e8d841c941d2602f2b01bfb3688e696d07db805f87452,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00028-4552079fb5.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00028-4552079fb5\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00028-4552079fb5.json
cocc-00029-21edc2100e,1,test,19d62f0f54e0697f2532ba0897789728805b4cb6bafb4e212d268a54058440af,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00029-21edc2100e.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00029-21edc2100e\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00029-21edc2100e.json
cocc-00030-94bca8aae3,1,test,46ddd8196f72b3e629511ce5c746aaaa82d53df3f9a3e8831d653bbb04ccf13e,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00030-94bca8aae3.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00030-94bca8aae3\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00030-94bca8aae3.json
cocc-00031-27058e6b76,1,test,e0c7bfa5b8e4ae0cecfc1f14093a71e05c27abd93a3850fc35f008c3baf866b4,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00031-27058e6b76.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00031-27058e6b76\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00031-27058e6b76.json
cocc-00032-0c9462088b,1,test,67be10d98e9ab6d770578f47763baa3bec8e6b3ce68f323cafe00a65ffa43f0d,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00032-0c9462088b.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00032-0c9462088b\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00032-0c9462088b.json
cocc-00033-8f16d07336,1,test,45553cb1d7ff20a12ab1cb54e5f5f4d625f27ec5f13be96ebf4912745d217258,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00033-8f16d07336.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00033-8f16d07336\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00033-8f16d07336.json
cocc-00034-ef66c8d0fe,1,test,fd945d13065fc7072c851fb5a0c86b8752e6a626ccdb3f32c77fc468bff0a61b,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00034-ef66c8d0fe.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00034-ef66c8d0fe\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00034-ef66c8d0fe.json
cocc-00035-da0d754e4c,1,test,8202c37e994f4722947e63d7fa9193fc924fe0d3ea11f7fba2fbf11ef6bab963,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00035-da0d754e4c.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00035-da0d754e4c\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00035-da0d754e4c.json
cocc-00036-a2ebb807cb,0,test,c66f1f34f49381e467d3abd43c77947f5d1dd362fd0eec6c2c1f27233ae9adf9,83,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00036-a2ebb807cb.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00036-a2ebb807cb\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00036-a2ebb807cb.json
cocc-00037-57e74e8e51,1,test,caa6a0f78b21879ac0cd9221fbf8a4ca335eb29e1f516cc201dffa3d96955817,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00037-57e74e8e51.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00037-57e74e8e51\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00037-57e74e8e51.json
cocc-00038-1878468b7d,1,test,5395e1ae8455cd547ea5604debe13e62a1407ce44e55ddf7dc2afd3c221b364e,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00038-1878468b7d.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00038-1878468b7d\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00038-1878468b7d.json
cocc-00039-43e7822825,1,test,a754049ffb01baaea795203c823895120373619b79ac87fee9351ad3dea41064,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00039-43e7822825.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00039-43e7822825\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00039-43e7822825.json
cocc-00040-2d88415ad8,0,test,a3f0ac6f4436d7e6757a4e990486299f1a37db9a2de46df297fb2a24f2e9d5d8,158,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00040-2d88415ad8.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00040-2d88415ad8\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00040-2d88415ad8.json
cocc-00041-c58e56c7ac,1,test,db5989a78dd31d0ccfe36eb3c60d8b98150ddbd8a7ae6edb927eb821c8d81284,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00041-c58e56c7ac.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00041-c58e56c7ac\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00041-c58e56c7ac.json
cocc-00042-13ff887a20,1,test,99dbbc4aad5da980a3b5035ff28d2e9f828d973cf7be91cdf3b6886741879371,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00042-13ff887a20.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00042-13ff887a20\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00042-13ff887a20.json
cocc-00043-dfd9354fb9,1,test,c60e2531069d760043cbb36969aeb5cb24f86fd779483a370ce2af110e6b6a4b,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00043-dfd9354fb9.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00043-dfd9354fb9\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00043-dfd9354fb9.json
cocc-00044-074e463564,1,test,3b063d4c746d45e954242fdbf617d02faa99779e9cafec7030446f7d19e92503,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00044-074e463564.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00044-074e463564\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00044-074e463564.json
cocc-00045-6a1bb82c62,1,test,d7cee86db1db18fe93e067b9519cca02a3aee1be78423a3a2e1f4c9dbe6938cc,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00045-6a1bb82c62.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00045-6a1bb82c62\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00045-6a1bb82c62.json
cocc-00046-6ddd1a5974,0,test,5bac544801aae74006c17fb7a33662d7aace0eec80b8cfbf45c4592182396ff3,80,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00046-6ddd1a5974.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00046-6ddd1a5974\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00046-6ddd1a5974.json
cocc-00047-d62a614ff2,0,test,a8d248c5eda6fa32253b67ea3613fd9e74ce099bc701e807c6d8fbd714e6b040,81,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00047-d62a614ff2.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00047-d62a614ff2\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00047-d62a614ff2.json
cocc-00048-a97b0e0328,1,test,95f180e417e425f00e97c5a95bfe534c0b1c90d9d8115c9acad2c04c8d6cb246,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00048-a97b0e0328.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00048-a97b0e0328\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00048-a97b0e0328.json
cocc-00049-14dc6841ac,1,test,f6eae85999665a143e89b2a330cafccf5a8228a57af08ab5a92e7af4a0a470d5,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00049-14dc6841ac.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00049-14dc6841ac\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00049-14dc6841ac.json
cocc-00050-0a7a262035,1,test,ada4f0b8bc65ecbaf7ad150371a2b9c288115181d0e560ab73dddbb2bfb9c1de,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00050-0a7a262035.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00050-0a7a262035\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00050-0a7a262035.json
cocc-00051-b94280daf2,1,test,b1c04228b4390d096a51a514158dc78610e57887c529ffb1a155506494173014,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00051-b94280daf2.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00051-b94280daf2\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00051-b94280daf2.json
cocc-00052-3141d381a8,1,test,5c97197b404962d412ef9f17829c4948577353989fd394f495a7be19af201258,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00052-3141d381a8.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00052-3141d381a8\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00052-3141d381a8.json
cocc-00053-799b3b1834,1,test,70eefe232775bb9dabfd26be7e58e23913eab00dc471e2e8dae1795067de437f,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00053-799b3b1834.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00053-799b3b1834\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00053-799b3b1834.json
cocc-00054-635a182456,1,test,abcc98cc68f8429be4e0a4e6094f01bcaaf85ca38418c1511210629fb8697a06,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00054-635a182456.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00054-635a182456\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00054-635a182456.json
cocc-00055-375eec078a,1,test,37d03b4246ba25e6f2a5d2ce6c836fcb3ab0fcbd6e7955d85efff1dbd5c9ccca,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00055-375eec078a.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00055-375eec078a\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00055-375eec078a.json
cocc-00056-d4fbc0aa59,1,test,72a2d4365f37780690ee9d05b9a173e9036187fbfd5b5ae61785c5d5b0bf8a8a,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00056-d4fbc0aa59.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00056-d4fbc0aa59\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00056-d4fbc0aa59.json
cocc-00057-6d8a2f325a,1,test,7f59051d004a7ac406880e4122e7cd0dd7995ef0ae9be2c9f7ddc6683b7f0357,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00057-6d8a2f325a.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00057-6d8a2f325a\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00057-6d8a2f325a.json
cocc-00058-7e079af4ce,0,test,10dc3974968a40b48292568b0ac0a2c73f569f48f6b83c36e3c0fc23c0a6ff8d,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00058-7e079af4ce.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00058-7e079af4ce\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00058-7e079af4ce.json
cocc-00059-6d62ddb329,0,test,bc805497f86694cef2e1cf6df62989cb818f69a80f4fb170e5b7cd66aef5d64b,63,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00059-6d62ddb329.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00059-6d62ddb329\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00059-6d62ddb329.json
cocc-00060-9871f38168,1,test,f214511db60e3b4eb57e040c6b936d2ba8d49afd109853c45d28aa9c3cf911b3,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00060-9871f38168.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00060-9871f38168\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00060-9871f38168.json
cocc-00061-d89098cab4,0,test,be749fcc6211147583baa096673ca97a25a67ea40456a0dc064997f60675445c,78,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00061-d89098cab4.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00061-d89098cab4\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00061-d89098cab4.json
cocc-00062-8eccf2427c,1,test,6d9eed144ee7038c5d3d1b16fc6f63fdfcdb34b0c9344f8026d7b99a092d86bd,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00062-8eccf2427c.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00062-8eccf2427c\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00062-8eccf2427c.json
cocc-00063-ededb38644,1,test,5787a7c37cfbfc46e4a8700b1cd64c7d6ebcc465d4e781bd622be72890cd9281,512,run_outputs\cocc_nemotron3_super_confirmatory_v4\verification\results\cocc-00063-ededb38644.json,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\cocc-00063-ededb38644\trajectory.jsonl,run_outputs\cocc_nemotron3_super_confirmatory_v4\projection\requests\cocc-00063-ededb38644.json
