session_id,problem_id,item_id,source_label_raw,note
cocc-00069-3432f85fc0,2893,2893:clean_control,,audit_only_not_run_truth
cocc-00070-8c07513fdd,2902,2902:clean_control,,audit_only_not_run_truth
cocc-00071-6c7cc06d30,2915,2915:clean_control,,audit_only_not_run_truth
cocc-00072-30fe36f007,2916,2916:clean_control,,audit_only_not_run_truth
cocc-00073-58ed2235f4,2917,2917:clean_control,,audit_only_not_run_truth
cocc-00074-af6d297ddd,2919,2919:clean_control,,audit_only_not_run_truth
cocc-00075-3b35f015d3,2920,2920:clean_control,,audit_only_not_run_truth
cocc-00076-08da762404,2921,2921:clean_control,,audit_only_not_run_truth
cocc-00077-58e91daba6,2952,2952:clean_control,,audit_only_not_run_truth
cocc-00078-353a50ce82,2954,2954:clean_control,,audit_only_not_run_truth
cocc-00079-b4580c908b,2955,2955:clean_control,,audit_only_not_run_truth
cocc-00080-3b812284d9,2977,2977:clean_control,,audit_only_not_run_truth
cocc-00081-d404824bd9,2998,2998:clean_control,,audit_only_not_run_truth
cocc-00082-d93df07556,3017,3017:clean_control,,audit_only_not_run_truth
cocc-00083-5125be9729,3018,3018:clean_control,,audit_only_not_run_truth
cocc-00084-9e9b4d34b1,3019,3019:clean_control,,audit_only_not_run_truth
cocc-00085-9eeafa47fb,3024,3024:clean_control,,audit_only_not_run_truth
cocc-00086-56f8fd8103,3025,3025:clean_control,,audit_only_not_run_truth
cocc-00087-a63b7a116d,3031,3031:clean_control,,audit_only_not_run_truth
cocc-00088-d4cea92d1a,3032,3032:clean_control,,audit_only_not_run_truth
cocc-00089-3ed5448e88,3033,3033:clean_control,,audit_only_not_run_truth
cocc-00090-f1a166a067,3034,3034:clean_control,,audit_only_not_run_truth
cocc-00091-e36cea5518,3044,3044:clean_control,,audit_only_not_run_truth
cocc-00092-4f1fdc24d5,3045,3045:clean_control,,audit_only_not_run_truth
cocc-00093-acf62f786d,3047,3047:clean_control,,audit_only_not_run_truth
cocc-00094-f3fd9443f7,3055,3055:clean_control,,audit_only_not_run_truth
cocc-00095-88a239118c,3080,3080:clean_control,,audit_only_not_run_truth
cocc-00096-323a296cb6,3081,3081:clean_control,,audit_only_not_run_truth
cocc-00097-fb538292e8,3093,3093:clean_control,,audit_only_not_run_truth
cocc-00098-84bc87ffaf,3094,3094:clean_control,,audit_only_not_run_truth
cocc-00099-fdbe41696f,3104,3104:clean_control,,audit_only_not_run_truth
cocc-00100-7b49e874ac,3141,3141:clean_control,,audit_only_not_run_truth
cocc-00101-b10b195529,3150,3150:clean_control,,audit_only_not_run_truth
cocc-00102-8ea3a59f52,3151,3151:clean_control,,audit_only_not_run_truth
cocc-00103-9ad4b5f102,3153,3153:clean_control,,audit_only_not_run_truth
cocc-00104-07e9a41a95,3164,3164:clean_control,,audit_only_not_run_truth
cocc-00105-6946f7e6bd,3166,3166:clean_control,,audit_only_not_run_truth
cocc-00106-f3e8df8671,3171,3171:clean_control,,audit_only_not_run_truth
cocc-00107-866fda3b24,3172,3172:clean_control,,audit_only_not_run_truth
cocc-00108-111122a17e,3174,3174:clean_control,,audit_only_not_run_truth
cocc-00109-fe679f029f,3176,3176:clean_control,,audit_only_not_run_truth
cocc-00110-89b1c30ddf,3183,3183:clean_control,,audit_only_not_run_truth
cocc-00111-ef08ed83f5,3184,3184:clean_control,,audit_only_not_run_truth
cocc-00112-126e8a04a5,3188,3188:clean_control,,audit_only_not_run_truth
cocc-00113-f12c0d097b,3190,3190:clean_control,,audit_only_not_run_truth
cocc-00114-19d9ea1d8f,3192,3192:clean_control,,audit_only_not_run_truth
cocc-00115-c4cc389bdc,3193,3193:clean_control,,audit_only_not_run_truth
cocc-00116-818e9a9a70,3194,3194:clean_control,,audit_only_not_run_truth
cocc-00117-316a511790,3195,3195:clean_control,,audit_only_not_run_truth
cocc-00118-867bd528cc,3196,3196:clean_control,,audit_only_not_run_truth
cocc-00119-0316dbc3ab,3199,3199:clean_control,,audit_only_not_run_truth
cocc-00120-0903e50441,3200,3200:clean_control,,audit_only_not_run_truth
cocc-00121-39da9c1dd8,3203,3203:clean_control,,audit_only_not_run_truth
cocc-00122-70663cd689,3206,3206:clean_control,,audit_only_not_run_truth
cocc-00123-13de16d37e,3211,3211:clean_control,,audit_only_not_run_truth
cocc-00124-12c093f88a,3213,3213:clean_control,,audit_only_not_run_truth
cocc-00125-156900e4ce,3219,3219:clean_control,,audit_only_not_run_truth
cocc-00126-020fdb6c97,3220,3220:clean_control,,audit_only_not_run_truth
cocc-00127-4ea3cfa1ba,3221,3221:clean_control,,audit_only_not_run_truth
cocc-00128-d61d495e78,3225,3225:clean_control,,audit_only_not_run_truth
cocc-00129-c43950d4f7,3226,3226:clean_control,,audit_only_not_run_truth
cocc-00130-927d35a693,3227,3227:clean_control,,audit_only_not_run_truth
cocc-00131-f5c66f8c3b,3228,3228:clean_control,,audit_only_not_run_truth
cocc-00132-083ccc21cc,3229,3229:clean_control,,audit_only_not_run_truth
cocc-00133-14ed5e0033,3231,3231:clean_control,,audit_only_not_run_truth
cocc-00134-9ab04e904d,3233,3233:clean_control,,audit_only_not_run_truth
cocc-00135-9eddb9f8d2,3234,3234:clean_control,,audit_only_not_run_truth
cocc-00136-4e3d4bfc30,3235,3235:clean_control,,audit_only_not_run_truth
cocc-00137-5b3b58cbd0,3236,3236:clean_control,,audit_only_not_run_truth
cocc-00138-927338df40,3239,3239:clean_control,,audit_only_not_run_truth
cocc-00139-06a6bbda02,3240,3240:clean_control,,audit_only_not_run_truth
cocc-00140-aeeb55e24e,2727,2727:negation_objective:0,,audit_only_not_run_truth
cocc-00141-2e1f6d69e5,2730,2730:negation_objective:2,,audit_only_not_run_truth
cocc-00142-c2135dd266,2754,2754:negation_objective:3,,audit_only_not_run_truth
cocc-00143-36a6dd2fdf,2755,2755:negation_objective:4,,audit_only_not_run_truth
cocc-00144-4cb948ba15,2756,2756:negation_objective:5,,audit_only_not_run_truth
cocc-00145-0f32775b51,2779,2779:negation_objective:8,,audit_only_not_run_truth
cocc-00146-569870af02,2785,2785:negation_objective:10,,audit_only_not_run_truth
cocc-00147-7e6f418376,2791,2791:negation_objective:12,,audit_only_not_run_truth
cocc-00148-6173b227f4,2792,2792:negation_objective:13,,audit_only_not_run_truth
cocc-00149-8957d68111,2800,2800:negation_objective:14,,audit_only_not_run_truth
cocc-00150-f3f1a02b77,2802,2802:negation_objective:15,,audit_only_not_run_truth
cocc-00151-d354a86a76,2808,2808:negation_objective:16,,audit_only_not_run_truth
cocc-00152-6765801adf,2810,2810:negation_objective:17,,audit_only_not_run_truth
cocc-00153-476c22fefb,2812,2812:negation_objective:19,,audit_only_not_run_truth
cocc-00154-2b22518502,2816,2816:negation_objective:20,,audit_only_not_run_truth
cocc-00155-6f48e4f5ce,2817,2817:negation_objective:21,,audit_only_not_run_truth
cocc-00156-89e8208d2d,2824,2824:negation_objective:23,,audit_only_not_run_truth
cocc-00157-22098d9516,2825,2825:negation_objective:24,,audit_only_not_run_truth
cocc-00158-dbd0e13cb6,2827,2827:negation_objective:25,,audit_only_not_run_truth
cocc-00159-e6292bb547,2828,2828:negation_objective:26,,audit_only_not_run_truth
cocc-00160-f437bb09e8,2831,2831:negation_objective:27,,audit_only_not_run_truth
cocc-00161-fe0da38b5c,2832,2832:negation_objective:28,,audit_only_not_run_truth
cocc-00162-30c1b02af0,2833,2833:negation_objective:29,,audit_only_not_run_truth
cocc-00163-acae0e2e8b,2834,2834:negation_objective:30,,audit_only_not_run_truth
cocc-00164-7c711dfbb0,2837,2837:negation_objective:31,,audit_only_not_run_truth
cocc-00165-987cb7b655,2839,2839:negation_objective:32,,audit_only_not_run_truth
cocc-00166-24227ab5ee,2844,2844:negation_objective:33,,audit_only_not_run_truth
cocc-00167-1ff3c44ffa,2847,2847:negation_objective:35,,audit_only_not_run_truth
cocc-00168-d428f742fc,2848,2848:negation_objective:36,,audit_only_not_run_truth
cocc-00169-1a1eb27975,2849,2849:negation_objective:37,,audit_only_not_run_truth
cocc-00170-fd8164bdf3,2850,2850:negation_objective:38,,audit_only_not_run_truth
cocc-00171-4d4fe830c3,2856,2856:negation_objective:41,,audit_only_not_run_truth
cocc-00172-282976efe2,2857,2857:negation_objective:42,,audit_only_not_run_truth
cocc-00173-6dee22abf8,2866,2866:negation_objective:43,,audit_only_not_run_truth
cocc-00174-1791677d7e,2867,2867:negation_objective:44,,audit_only_not_run_truth
cocc-00175-705ba558d0,2869,2869:negation_objective:46,,audit_only_not_run_truth
cocc-00176-2ac06150aa,2870,2870:negation_objective:47,,audit_only_not_run_truth
cocc-00177-f36cdabeaa,2872,2872:negation_objective:48,,audit_only_not_run_truth
cocc-00178-4a5eed50dc,2873,2873:negation_objective:49,,audit_only_not_run_truth
cocc-00179-264df6a6a7,2876,2876:negation_objective:50,,audit_only_not_run_truth
cocc-00180-3a357b2601,2877,2877:negation_objective:51,,audit_only_not_run_truth
cocc-00181-4fa6889bde,2881,2881:negation_objective:54,,audit_only_not_run_truth
cocc-00182-66be70db69,2882,2882:negation_objective:55,,audit_only_not_run_truth
cocc-00183-3b0815851f,2883,2883:negation_objective:56,,audit_only_not_run_truth
cocc-00184-96497238db,2884,2884:negation_objective:57,,audit_only_not_run_truth
cocc-00185-3486899794,2886,2886:negation_objective:58,,audit_only_not_run_truth
cocc-00186-ad5c925002,2888,2888:negation_objective:60,,audit_only_not_run_truth
cocc-00187-85eb00ac76,2891,2891:negation_objective:61,,audit_only_not_run_truth
cocc-00188-a63718be31,2892,2892:negation_objective:62,,audit_only_not_run_truth
cocc-00189-cbee566879,2893,2893:negation_objective:63,,audit_only_not_run_truth
cocc-00190-109973f8d1,2902,2902:negation_objective:64,,audit_only_not_run_truth
cocc-00191-7481f8279a,2915,2915:negation_objective:65,,audit_only_not_run_truth
cocc-00192-8ab199acb5,2916,2916:negation_objective:66,,audit_only_not_run_truth
cocc-00193-f483f44f83,2917,2917:negation_objective:67,,audit_only_not_run_truth
cocc-00194-b44155bf01,2919,2919:negation_objective:68,,audit_only_not_run_truth
cocc-00195-011d3be47f,2920,2920:negation_objective:69,,audit_only_not_run_truth
cocc-00196-6230a121be,2921,2921:negation_objective:70,,audit_only_not_run_truth
cocc-00197-f741237e57,2952,2952:negation_objective:71,,audit_only_not_run_truth
cocc-00198-56ceae9af1,2954,2954:negation_objective:73,,audit_only_not_run_truth
cocc-00199-813f6bf747,2955,2955:negation_objective:74,,audit_only_not_run_truth
cocc-00200-79e105fff3,2977,2977:negation_objective:75,,audit_only_not_run_truth
cocc-00201-98074eddee,2998,2998:negation_objective:77,,audit_only_not_run_truth
cocc-00202-e21b157fa9,3017,3017:negation_objective:80,,audit_only_not_run_truth
cocc-00203-c420a0c4da,3018,3018:negation_objective:81,,audit_only_not_run_truth
cocc-00204-5dbb05c237,3019,3019:negation_objective:82,,audit_only_not_run_truth
cocc-00205-f8dd4595e5,3024,3024:negation_objective:83,,audit_only_not_run_truth
cocc-00206-9a60b83b2f,3025,3025:negation_objective:84,,audit_only_not_run_truth
cocc-00207-ba16a02fdc,3031,3031:negation_objective:85,,audit_only_not_run_truth
cocc-00208-352cd9f95e,3032,3032:negation_objective:86,,audit_only_not_run_truth
cocc-00209-c683750d51,3033,3033:negation_objective:87,,audit_only_not_run_truth
cocc-00210-d5fc311ef5,3034,3034:negation_objective:88,,audit_only_not_run_truth
cocc-00211-c30ac48f92,3044,3044:negation_objective:89,,audit_only_not_run_truth
cocc-00212-f546cf0eca,3045,3045:negation_objective:90,,audit_only_not_run_truth
cocc-00213-a7c771731c,3047,3047:negation_objective:92,,audit_only_not_run_truth
cocc-00214-4b0a3302a8,3055,3055:negation_objective:93,,audit_only_not_run_truth
cocc-00215-fa3c2b13c8,3080,3080:negation_objective:94,,audit_only_not_run_truth
cocc-00216-77ee5e473d,3081,3081:negation_objective:95,,audit_only_not_run_truth
cocc-00217-770ef05601,3093,3093:negation_objective:97,,audit_only_not_run_truth
cocc-00218-92aa6ae446,3094,3094:negation_objective:98,,audit_only_not_run_truth
cocc-00219-cbfc43bc1a,3104,3104:negation_objective:99,,audit_only_not_run_truth
cocc-00220-6ee09c2ed5,3141,3141:negation_objective:102,,audit_only_not_run_truth
cocc-00221-e3bd39dc1f,3150,3150:negation_objective:103,,audit_only_not_run_truth
cocc-00222-bedc226145,3151,3151:negation_objective:104,,audit_only_not_run_truth
cocc-00223-755c83a779,3153,3153:negation_objective:105,,audit_only_not_run_truth
cocc-00224-23026f569a,3164,3164:negation_objective:108,,audit_only_not_run_truth
cocc-00225-0319393c9b,3166,3166:negation_objective:109,,audit_only_not_run_truth
cocc-00226-aa78a982d9,3171,3171:negation_objective:110,,audit_only_not_run_truth
cocc-00227-c157e4ba03,3172,3172:negation_objective:111,,audit_only_not_run_truth
cocc-00228-985587b817,3174,3174:negation_objective:112,,audit_only_not_run_truth
cocc-00229-a110261e27,3176,3176:negation_objective:113,,audit_only_not_run_truth
cocc-00230-25fb37cf73,3183,3183:negation_objective:114,,audit_only_not_run_truth
cocc-00231-56cba8c779,3184,3184:negation_objective:115,,audit_only_not_run_truth
cocc-00232-f6e6dbdb1f,3188,3188:negation_objective:116,,audit_only_not_run_truth
cocc-00233-c6bbcd5323,3190,3190:negation_objective:117,,audit_only_not_run_truth
cocc-00234-f0bd07bced,3192,3192:negation_objective:118,,audit_only_not_run_truth
cocc-00235-32ba26b4a3,3193,3193:negation_objective:119,,audit_only_not_run_truth
cocc-00236-a75d3f0afd,3194,3194:negation_objective:120,,audit_only_not_run_truth
cocc-00237-c5b46e1a4a,3195,3195:negation_objective:121,,audit_only_not_run_truth
cocc-00238-e693fe720b,3196,3196:negation_objective:122,,audit_only_not_run_truth
cocc-00239-4461e00f7e,3199,3199:negation_objective:123,,audit_only_not_run_truth
cocc-00240-f216b6457c,3200,3200:negation_objective:124,,audit_only_not_run_truth
cocc-00241-90d9be6493,3203,3203:negation_objective:125,,audit_only_not_run_truth
cocc-00242-0834629968,3206,3206:negation_objective:126,,audit_only_not_run_truth
cocc-00243-e627288f76,3211,3211:negation_objective:130,,audit_only_not_run_truth
cocc-00244-6ab49b65dd,3213,3213:negation_objective:132,,audit_only_not_run_truth
cocc-00245-35a65fe288,3219,3219:negation_objective:133,,audit_only_not_run_truth
cocc-00246-db8486fcbe,3220,3220:negation_objective:134,,audit_only_not_run_truth
cocc-00247-356f66d383,3221,3221:negation_objective:135,,audit_only_not_run_truth
cocc-00248-18422a4ea0,3225,3225:negation_objective:138,,audit_only_not_run_truth
cocc-00249-c24fd90782,3226,3226:negation_objective:139,,audit_only_not_run_truth
cocc-00250-f905a05953,3227,3227:negation_objective:140,,audit_only_not_run_truth
cocc-00251-16965e1e5c,3228,3228:negation_objective:141,,audit_only_not_run_truth
cocc-00252-abd9c5bc04,3229,3229:negation_objective:142,,audit_only_not_run_truth
cocc-00253-95fddbce8a,3231,3231:negation_objective:144,,audit_only_not_run_truth
cocc-00254-948892ee99,3233,3233:negation_objective:145,,audit_only_not_run_truth
cocc-00255-86dd78a63c,3234,3234:negation_objective:146,,audit_only_not_run_truth
cocc-00256-0c21751909,3235,3235:negation_objective:147,,audit_only_not_run_truth
cocc-00257-7d1a9707dc,3236,3236:negation_objective:148,,audit_only_not_run_truth
cocc-00258-c920e3e494,3239,3239:negation_objective:149,,audit_only_not_run_truth
cocc-00259-91d77eb315,3240,3240:negation_objective:150,,audit_only_not_run_truth
